Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade,Prerequisite_2_grade,Prerequisite_3_grade,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Course_delivery_mode,Free_TAFE,Remarks
VOC,North Metropolitan TAFE,Joondalup,10727NAT Certificate I in Spoken and Written English,English,,,AUD,year,6,Months,yes,yes,Not mentioned,Not mentioned,,Not mentioned,Not mentioned,,https://www.northmetrotafe.wa.edu.au/courses/certificate-i-spoken-and-written-english,English,D,When you finish the Certificate I in Spoken and Written English you will have basic English skills. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time by disucssing with our staff. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew) ,Plasterer | Solid Plasterer,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Midland,10727NAT Certificate I in Spoken and Written English,English,,,AUD,year,6,Months,yes,yes,Not mentioned,Not mentioned,,Not mentioned,Not mentioned,,https://www.northmetrotafe.wa.edu.au/courses/certificate-i-spoken-and-written-english,English,D,When you finish the Certificate I in Spoken and Written English you will have basic English skills. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time by disucssing with our staff. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew) ,Plasterer | Solid Plasterer,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Perth,10727NAT Certificate I in Spoken and Written English,English,,,AUD,year,6,Months,yes,yes,Not mentioned,Not mentioned,,Not mentioned,Not mentioned,,https://www.northmetrotafe.wa.edu.au/courses/certificate-i-spoken-and-written-english,English,D,When you finish the Certificate I in Spoken and Written English you will have basic English skills. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time by disucssing with our staff. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew) ,Plasterer | Solid Plasterer,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Balga,10727NAT Certificate I in Spoken and Written English,English,,,AUD,year,6,Months,yes,yes,Not mentioned,Not mentioned,,Not mentioned,Not mentioned,,https://www.northmetrotafe.wa.edu.au/courses/certificate-i-spoken-and-written-english,English,D,When you finish the Certificate I in Spoken and Written English you will have basic English skills. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time by disucssing with our staff. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew) ,Plasterer | Solid Plasterer,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Joondalup,10727NAT Certificate I in Spoken and Written English,English,,,AUD,year,6,Months,yes,yes,Not mentioned,Not mentioned,,Not mentioned,Not mentioned,,https://www.northmetrotafe.wa.edu.au/courses/certificate-i-spoken-and-written-english,English,D,When you finish the Certificate I in Spoken and Written English you will have basic English skills. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time by disucssing with our staff. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew) ,Plasterer | Solid Plasterer,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Perth,10729NAT Certificate III in Spoken and Written English,English,,,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-spoken-and-written-english-1,English,D,When you finish the Certificate III in Spoken and Written English you will have intermediate English skills. You will be ready for employment. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time. Talk to our staff for further information. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew)  I have the following attributes:,Plasterer | Solid Plasterer,Australia,yes,no,no,no,no,Normal / Online,no,
VOC,North Metropolitan TAFE,Balga,10729NAT Certificate III in Spoken and Written English,English,,,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-spoken-and-written-english-1,English,D,When you finish the Certificate III in Spoken and Written English you will have intermediate English skills. You will be ready for employment. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time. Talk to our staff for further information. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew)  I have the following attributes:,Plasterer | Solid Plasterer,Australia,yes,no,no,no,no,Normal / Online,no,
VOC,North Metropolitan TAFE,Joondalup,10729NAT Certificate III in Spoken and Written English,English,,,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-spoken-and-written-english-1,English,D,When you finish the Certificate III in Spoken and Written English you will have intermediate English skills. You will be ready for employment. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time. Talk to our staff for further information. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew)  I have the following attributes:,Plasterer | Solid Plasterer,Australia,yes,no,no,no,no,Normal / Online,no,
VOC,North Metropolitan TAFE,Midland,10729NAT Certificate III in Spoken and Written English,English,,,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-spoken-and-written-english-1,English,D,When you finish the Certificate III in Spoken and Written English you will have intermediate English skills. You will be ready for employment. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time. Talk to our staff for further information. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew)  I have the following attributes:,Plasterer | Solid Plasterer,Australia,yes,no,no,no,no,Normal / Online,no,
VOC,North Metropolitan TAFE,Perth,10729NAT Certificate III in Spoken and Written English,English,,,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-spoken-and-written-english-1,English,D,When you finish the Certificate III in Spoken and Written English you will have intermediate English skills. You will be ready for employment. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time. Talk to our staff for further information. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew)  I have the following attributes:,Plasterer | Solid Plasterer,Australia,yes,no,no,no,no,Normal / Online,no,
VOC,North Metropolitan TAFE,Balga,10729NAT Certificate III in Spoken and Written English,English,,,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-spoken-and-written-english-1,English,D,When you finish the Certificate III in Spoken and Written English you will have intermediate English skills. You will be ready for employment. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time. Talk to our staff for further information. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew)  I have the following attributes:,Plasterer | Solid Plasterer,Australia,yes,no,no,no,no,Normal / Online,no,
VOC,North Metropolitan TAFE,Joondalup,10729NAT Certificate III in Spoken and Written English,English,,,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-spoken-and-written-english-1,English,D,When you finish the Certificate III in Spoken and Written English you will have intermediate English skills. You will be ready for employment. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time. Talk to our staff for further information. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew)  I have the following attributes:,Plasterer | Solid Plasterer,Australia,yes,no,no,no,no,Normal / Online,no,
VOC,North Metropolitan TAFE,Perth,10729NAT Certificate III in Spoken and Written English,English,,,AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-spoken-and-written-english-1,English,D,When you finish the Certificate III in Spoken and Written English you will have intermediate English skills. You will be ready for employment. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time. Talk to our staff for further information. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew)  I have the following attributes:,Plasterer | Solid Plasterer,Australia,yes,no,no,no,no,Normal / Online,no,
VOC,North Metropolitan TAFE,Perth,10730NAT Certificate IV in Spoken and Written English for Further Study,English,,,AUD,year,6,Months,yes,yes,year 11,year 11,,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-spoken-and-written-english-further-study,English,D,When you finish the Certificate IV in Spoken and Written English for Further Studies your English skills will be suitable for studying a Diploma. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time by discussing with our staff. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew)  I have the following attributes:,To explore job profiles,Australia,yes,no,no,no,no,Normal / Online,no,
VOC,North Metropolitan TAFE,Perth,10730NAT Certificate IV in Spoken and Written English for Further Study,English,,,AUD,year,6,Months,yes,yes,year 11,year 11,,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-spoken-and-written-english-further-study,English,D,When you finish the Certificate IV in Spoken and Written English for Further Studies your English skills will be suitable for studying a Diploma. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time by discussing with our staff. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew)  I have the following attributes:,To explore job profiles,Australia,yes,no,no,no,no,Normal / Online,no,
VOC,North Metropolitan TAFE,Joondalup,10730NAT Certificate IV in Spoken and Written English for Further Study,English,,,AUD,year,6,Months,yes,yes,year 11,year 11,,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-spoken-and-written-english-further-study,English,D,When you finish the Certificate IV in Spoken and Written English for Further Studies your English skills will be suitable for studying a Diploma. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time by discussing with our staff. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew)  I have the following attributes:,To explore job profiles,Australia,yes,no,no,no,no,Normal / Online,no,
VOC,North Metropolitan TAFE,Midland,10730NAT Certificate IV in Spoken and Written English for Further Study,English,,,AUD,year,6,Months,yes,yes,year 11,year 11,,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-spoken-and-written-english-further-study,English,D,When you finish the Certificate IV in Spoken and Written English for Further Studies your English skills will be suitable for studying a Diploma. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time by discussing with our staff. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew)  I have the following attributes:,To explore job profiles,Australia,yes,no,no,no,no,Normal / Online,no,
VOC,North Metropolitan TAFE,Perth,10730NAT Certificate IV in Spoken and Written English for Further Study,English,,,AUD,year,6,Months,yes,yes,year 11,year 11,,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-spoken-and-written-english-further-study,English,D,When you finish the Certificate IV in Spoken and Written English for Further Studies your English skills will be suitable for studying a Diploma. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time by discussing with our staff. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew)  I have the following attributes:,To explore job profiles,Australia,yes,no,no,no,no,Normal / Online,no,
VOC,North Metropolitan TAFE,Joondalup,10730NAT Certificate IV in Spoken and Written English for Further Study,English,,,AUD,year,6,Months,yes,yes,year 11,year 11,,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-spoken-and-written-english-further-study,English,D,When you finish the Certificate IV in Spoken and Written English for Further Studies your English skills will be suitable for studying a Diploma. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time by discussing with our staff. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew)  I have the following attributes:,To explore job profiles,Australia,yes,no,no,no,no,Normal / Online,no,
VOC,North Metropolitan TAFE,Perth,10730NAT Certificate IV in Spoken and Written English for Further Study,English,,,AUD,year,6,Months,yes,yes,year 11,year 11,,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-spoken-and-written-english-further-study,English,D,When you finish the Certificate IV in Spoken and Written English for Further Studies your English skills will be suitable for studying a Diploma. You will be enrolled in the correct level based on your English knowledge. You can start this course at any time by discussing with our staff. Book enrolment interview to study at Northbridge  Book enrolment interview to study at Joondalup (Majid) - Tuesday & Wednesday  OR Friday  Book enrolment interview to study at  Joondalup  (Andrew)  I have the following attributes:,To explore job profiles,Australia,yes,no,no,no,no,Normal / Online,no,
DIP,North Metropolitan TAFE,Leederville,SIS50319 Diploma of Sport,Science and Health Science,,3967.70,AUD,year,6,Months,yes,yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent,Completion of WACE General or ATAR or equivalent (minimum C Grades),,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/diploma-sport,English,D,"The Diploma of Sport has been designed with the career oriented, sports professional in mind and will provide you with a broad set of skills and knowledge to advance your career in the sport industry. You'll develop essential business skills such as project management, leadership and marketing, along with coaching and managing participants to perform and excel. Graduates from this course will be able to seek employment from a range of state sporting organisations or associated governing bodies, work independently in the private sector or as a self-employed business owner. I have the following attributes:",Recreation Centre Manager | Sports Trainer,Australia,yes,no,no,no,no,Normal / Online,no,
VOC,North Metropolitan TAFE,Leederville,SIS30115 Certificate III in Sport and Recreation,Tourism and Hotel Management,,"2,122",AUD,year,2,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-sport-and-recreation,English,D,"This qualification will provide you with the practical skills and knowledge to perform a variety of roles in customer support positions in the sport or community recreation industry. You will be competent in a range of activities and functions requiring autonomous work within a defined range of situations and environments. Successful completion of this qualification provides you with job role opportunities within fitness centres, sporting grounds or complexes, leisure, aquatic and community recreation centres. I have the following attributes:",Recreation Officer | Activities Coordinator | Activities Officer | Community Activities Officer,Australia,no,yes,no,yes,no,Traineeship / Normal,no,
VOC,North Metropolitan TAFE,Leederville,SIS30115 Certificate III in Sport and Recreation,Tourism and Hotel Management,,"2,122",AUD,year,2,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-sport-and-recreation,English,D,"This qualification will provide you with the practical skills and knowledge to perform a variety of roles in customer support positions in the sport or community recreation industry. You will be competent in a range of activities and functions requiring autonomous work within a defined range of situations and environments. Successful completion of this qualification provides you with job role opportunities within fitness centres, sporting grounds or complexes, leisure, aquatic and community recreation centres. I have the following attributes:",Recreation Officer | Activities Coordinator | Activities Officer | Community Activities Officer,Australia,no,yes,no,yes,no,Traineeship / Normal,no,
VOC,North Metropolitan TAFE,Leederville,SIS30115 Certificate III in Sport and Recreation,Tourism and Hotel Management,,"2,122",AUD,year,2,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-sport-and-recreation,English,D,"This qualification will provide you with the practical skills and knowledge to perform a variety of roles in customer support positions in the sport or community recreation industry. You will be competent in a range of activities and functions requiring autonomous work within a defined range of situations and environments. Successful completion of this qualification provides you with job role opportunities within fitness centres, sporting grounds or complexes, leisure, aquatic and community recreation centres. I have the following attributes:",Recreation Officer | Activities Coordinator | Activities Officer | Community Activities Officer,Australia,no,yes,no,yes,no,Traineeship / Normal,no,
VOC,North Metropolitan TAFE,Leederville,SIS30115 Certificate III in Sport and Recreation,Tourism and Hotel Management,,"2,122",AUD,year,2,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-sport-and-recreation,English,D,"This qualification will provide you with the practical skills and knowledge to perform a variety of roles in customer support positions in the sport or community recreation industry. You will be competent in a range of activities and functions requiring autonomous work within a defined range of situations and environments. Successful completion of this qualification provides you with job role opportunities within fitness centres, sporting grounds or complexes, leisure, aquatic and community recreation centres. I have the following attributes:",Recreation Officer | Activities Coordinator | Activities Officer | Community Activities Officer,Australia,no,yes,no,yes,no,Traineeship / Normal,no,
VOC,North Metropolitan TAFE,Leederville,SIS30115 Certificate III in Sport and Recreation,Tourism and Hotel Management,,"2,122",AUD,year,2,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-sport-and-recreation,English,D,"This qualification will provide you with the practical skills and knowledge to perform a variety of roles in customer support positions in the sport or community recreation industry. You will be competent in a range of activities and functions requiring autonomous work within a defined range of situations and environments. Successful completion of this qualification provides you with job role opportunities within fitness centres, sporting grounds or complexes, leisure, aquatic and community recreation centres. I have the following attributes:",Recreation Officer | Activities Coordinator | Activities Officer | Community Activities Officer,Australia,no,yes,no,yes,no,Traineeship / Normal,no,
VOC,North Metropolitan TAFE,Leederville,SIS40419 Certificate IV in Sport Development,Humanities and Social Science,,2671.80,AUD,year,6,Months,yes,yes,year 11,year 11,,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-sport-development-2,English,D,"This Certificate IV in Sport Development will give you the skills to get ahead and take advantage of the varied opportunities in the sporting industry in Australia. You'll cover topics such as; teamwork and leadership; planning and delivering sport and recreation programs; using sport technology; event management; risk management; exercise science; managing volunteers and working with stakeholders. You'll be equipped to fulfil your clients' sporting objectives and work effectively within a sporting organisation. During the course of your studies you'll have access to the live works gym facility at our Northbridge campus and have the opportunity to gain learning support to improve study, literacy or numeracy skills. I have an interest in the sport industry and I have the following attributes:",Recreation Officer | Activities Coordinator | Activities Officer | Community Activities Officer,Australia,no,yes,no,yes,no,Traineeship / Normal,no,
VOC,North Metropolitan TAFE,Joondalup,HLT37015 Certificate III in Sterilisation Services,Business & Commerce & Finance & Accounting,,"2,365",AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-sterilisation-services,English,D,"Did you know that over one quarter of all people admitted to hospital have an operation? Many more have treatments that require sterile equipment to be used. You could assist in ensuring that patients are protected from infection during their care. Being able to work with others and carry out your work safely is an important part of sterilisation work and is covered in this course. On completion of your course you will be able to work in a private or public hospital, a clinic or an operating theatre sterile supply department. I have the following attributes: You'll find our proposed part-time timetable here (55.90kb)  Please note: Students enrolled at Joondalup (McLarty campus) will need to attend lab sessions at NMT's Mt Lawley campus one day per week.",Sterilisation Technician,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Mount Lawley,HLT37015 Certificate III in Sterilisation Services,Business & Commerce & Finance & Accounting,,"2,365",AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-sterilisation-services,English,D,"Did you know that over one quarter of all people admitted to hospital have an operation? Many more have treatments that require sterile equipment to be used. You could assist in ensuring that patients are protected from infection during their care. Being able to work with others and carry out your work safely is an important part of sterilisation work and is covered in this course. On completion of your course you will be able to work in a private or public hospital, a clinic or an operating theatre sterile supply department. I have the following attributes: You'll find our proposed part-time timetable here (55.90kb)  Please note: Students enrolled at Joondalup (McLarty campus) will need to attend lab sessions at NMT's Mt Lawley campus one day per week.",Sterilisation Technician,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Mount Lawley,HLT37015 Certificate III in Sterilisation Services,Business & Commerce & Finance & Accounting,,"2,365",AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-sterilisation-services,English,D,"Did you know that over one quarter of all people admitted to hospital have an operation? Many more have treatments that require sterile equipment to be used. You could assist in ensuring that patients are protected from infection during their care. Being able to work with others and carry out your work safely is an important part of sterilisation work and is covered in this course. On completion of your course you will be able to work in a private or public hospital, a clinic or an operating theatre sterile supply department. I have the following attributes: You'll find our proposed part-time timetable here (55.90kb)  Please note: Students enrolled at Joondalup (McLarty campus) will need to attend lab sessions at NMT's Mt Lawley campus one day per week.",Sterilisation Technician,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Mount Lawley,HLT37015 Certificate III in Sterilisation Services,Business & Commerce & Finance & Accounting,,"2,365",AUD,year,6,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-sterilisation-services,English,D,"Did you know that over one quarter of all people admitted to hospital have an operation? Many more have treatments that require sterile equipment to be used. You could assist in ensuring that patients are protected from infection during their care. Being able to work with others and carry out your work safely is an important part of sterilisation work and is covered in this course. On completion of your course you will be able to work in a private or public hospital, a clinic or an operating theatre sterile supply department. I have the following attributes: You'll find our proposed part-time timetable here (55.90kb)  Please note: Students enrolled at Joondalup (McLarty campus) will need to attend lab sessions at NMT's Mt Lawley campus one day per week.",Sterilisation Technician,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Balga,CPC32313 Certificate III in Stonemasonry (Monumental/Installation),Creative Arts & Design & Music,,,AUD,year,42,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-stonemasonry-monumentalinstallation,English,D,"When you complete the Certificate III in Stonemasonry (Monumental/Installation) you will be ready for a career as a construction mason or stonemason. You will gain the knowledge and skills to take stone from excavation all the way to a finished, polished object including stairs, walls, fireplaces, chimneys, kitchen benchtops, monuments, gravestones. The Certificate III in Stonemasonry (Monumental/Installation) is an apprenticeship, please see the Apprenticeships section for more information. I have the following attributes:",Stonemason | Construction Stonemason | Monumental Stonemason,Australia,no,no,no,no,no,Apprenticeship,no,
VOC,North Metropolitan TAFE,Balga,CPC32313 Certificate III in Stonemasonry (Monumental/Installation),Creative Arts & Design & Music,,,AUD,year,42,Months,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-stonemasonry-monumentalinstallation,English,D,"When you complete the Certificate III in Stonemasonry (Monumental/Installation) you will be ready for a career as a construction mason or stonemason. You will gain the knowledge and skills to take stone from excavation all the way to a finished, polished object including stairs, walls, fireplaces, chimneys, kitchen benchtops, monuments, gravestones. The Certificate III in Stonemasonry (Monumental/Installation) is an apprenticeship, please see the Apprenticeships section for more information. I have the following attributes:",Stonemason | Construction Stonemason | Monumental Stonemason,Australia,no,no,no,no,no,Apprenticeship,no,
VOC,North Metropolitan TAFE,Perth,CPP40516 Certificate IV in Strata Community Management,Humanities and Social Science,,,AUD,year,2,Years,yes,yes,year 11,year 11,,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-strata-community-management,English,D,"This course will provide you with a range of essential communication, coordination, managment and administration skills required of a professional strata manager. In most situations, a strata manager works independently but may operate as part of a strata community management team. In this role, you will perform all functions associated with the administration of strata communities. This course will also provide you with strong theory knowledge of the legislative and financial requirements of strata community management. It has been developed to align with part of the Strata Community Association requirements for accreditation as a Level 2 Certified Strata Community Manager (CSCM). For more information view our Strata Community Management flyer. I have the following attributes:",To explore job profiles,Australia,no,no,no,no,no,Traineeship,no,
VOC,North Metropolitan TAFE,Perth,CPP40516 Certificate IV in Strata Community Management,Humanities and Social Science,,,AUD,year,2,Years,yes,yes,year 11,year 11,,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-strata-community-management,English,D,"This course will provide you with a range of essential communication, coordination, managment and administration skills required of a professional strata manager. In most situations, a strata manager works independently but may operate as part of a strata community management team. In this role, you will perform all functions associated with the administration of strata communities. This course will also provide you with strong theory knowledge of the legislative and financial requirements of strata community management. It has been developed to align with part of the Strata Community Association requirements for accreditation as a Level 2 Certified Strata Community Manager (CSCM). For more information view our Strata Community Management flyer. I have the following attributes:",To explore job profiles,Australia,no,no,no,no,no,Traineeship,no,
VOC,North Metropolitan TAFE,Perth,CPP40516 Certificate IV in Strata Community Management,Humanities and Social Science,,,AUD,year,2,Years,yes,yes,year 11,year 11,,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-strata-community-management,English,D,"This course will provide you with a range of essential communication, coordination, managment and administration skills required of a professional strata manager. In most situations, a strata manager works independently but may operate as part of a strata community management team. In this role, you will perform all functions associated with the administration of strata communities. This course will also provide you with strong theory knowledge of the legislative and financial requirements of strata community management. It has been developed to align with part of the Strata Community Association requirements for accreditation as a Level 2 Certified Strata Community Manager (CSCM). For more information view our Strata Community Management flyer. I have the following attributes:",To explore job profiles,Australia,no,no,no,no,no,Traineeship,no,
VOC,North Metropolitan TAFE,Perth,CPP40516 Certificate IV in Strata Community Management,Humanities and Social Science,,,AUD,year,2,Years,yes,yes,year 11,year 11,,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-strata-community-management,English,D,"This course will provide you with a range of essential communication, coordination, managment and administration skills required of a professional strata manager. In most situations, a strata manager works independently but may operate as part of a strata community management team. In this role, you will perform all functions associated with the administration of strata communities. This course will also provide you with strong theory knowledge of the legislative and financial requirements of strata community management. It has been developed to align with part of the Strata Community Association requirements for accreditation as a Level 2 Certified Strata Community Manager (CSCM). For more information view our Strata Community Management flyer. I have the following attributes:",To explore job profiles,Australia,no,no,no,no,no,Traineeship,no,
VOC,North Metropolitan TAFE,Perth,CPP40516 Certificate IV in Strata Community Management,Humanities and Social Science,,,AUD,year,2,Years,yes,yes,year 11,year 11,,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-strata-community-management,English,D,"This course will provide you with a range of essential communication, coordination, managment and administration skills required of a professional strata manager. In most situations, a strata manager works independently but may operate as part of a strata community management team. In this role, you will perform all functions associated with the administration of strata communities. This course will also provide you with strong theory knowledge of the legislative and financial requirements of strata community management. It has been developed to align with part of the Strata Community Association requirements for accreditation as a Level 2 Certified Strata Community Manager (CSCM). For more information view our Strata Community Management flyer. I have the following attributes:",To explore job profiles,Australia,no,no,no,no,no,Traineeship,no,
